"","text"
"11695","I can't wait for the white people in THE @DA kickout Musi and Solly after the 8th of May #SONA2019"
"11696","@FloydShivambu  is so revolutionary did you see how he got up and made a comment with the president was speaking!!!!! So defiant so revolutionary we are truly led #SONA2019"
"11697","#SONA2019"
"11698","Mlungisi Madonsela <U+2665><U+FE0F>
#SONA2019"
"11699","Not the only one who started losing interest ... 

#SONA2019 official programme
4,137 watching now"
"11700","#SONA2019 Concluding words https://t.co/LlIeTpz2cE"
"11701","Just before we fell asleep ... Captureds told not to clap #SONA2019"
"11702","Said what was expected to be said - now we want action #SONA2019. And grudgingly - good for #EFF to behave. Maybe one can just about take you seriously now."
"11703","Implementation is now key, #SONA2019"
"11704","#SONA2019 I knew it <U+0001F602>"
"11705","#SONA2019 Agrizzi <U+0001F602> https://t.co/fPv5A5Gj8c"
"11706","@KhuselaS Cde. Diko ""We are ready for total control"" <U+270A><U+0001F1FF><U+0001F1E6> #Woza8thMAY #Ramaphosa #SONA2019"
"11707","Inspiring speech from Ramaphosa #SONA2019
Well done on addressing us as a nation. Best SONA I have heard in 10+ years"
"11708","Summits, Plans, Promises and no action. More South Africans will still be unemployed. Economy will not grow by more than 2% in the next 5 yrs #SONA2019"
"11709","THE CIC BREATHED GUYS <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>#SONA2019 https://t.co/NlLQsbMwKA"
"11710","The silence of EFF is so loud 

I ma just lay it out as it is Ramaphosa has the CIC nuclear 
Come at me 
#SONA2019 https://t.co/FgLB4Nuhdo"
"11711","Like Delilah did to Samson , in Ramaphosa’s first few lines he held juju by the <U+26BD><U+FE0F> <U+26BD><U+FE0F> <U+0001F480><U+0001F480>#SONA2019"
"11712","<U+0001F602><U+0001F602><U+0001F602> this guy is clapping hands #sona2019"
"11713","Let us continue to embrace the spirit of citizen activism in line with #ThumaMina #SONA2019"
"11714","Thank you Mr President. One of the greatest speeches I've heard in years. Business approach was impressive. What we want to see now is action. The Republic of South Africa is back! #SONA2019"
"11715","This made my night <U+0001F602><U+0001F602><U+0001F602> #SONA2019 https://t.co/rMayA99SwJ"
"11716","#SONA2019 https://t.co/9wvimgHKhy"
"11717","#SONA2019 https://t.co/PwKiijUdj1"
"11718","The difference between these two presidents is MASSIVE. choh choh choh! #SONA2019 https://t.co/lLqwvITMB0"
"11719","Uncle Cyril already did a lot to improve the economy. Just tell uBaba to go and keep going! 'Go to jail' is even better!  #SONA2019 https://t.co/chL9Bp2bwd"
"11720","@AmyMeyer5 When you let the grandkids dress you for #SONA2019"
"11721","These two speaking after  #SONA2019  Choh! https://t.co/6eLPozmovz"
"11722","Under the circumstances, a fairly comprehensive speech by President Ramaphosa. The opposition is in trouble.
#SONA2019"
"11723","#SONA2019 the respect the house had tonight. Unforgetable. Thank you @CyrilRamaphosa"
"11724","#SONA2019 @DA can you please do me a favor and stop sending me your messages. Thank you"
"11725","#SONA2019 #EFF there we go"
"11726","#SONA2019 musi is very funny"
"11727","#SONA2019 freedom of speech is so allowed"
"11728","#SONA2019 gender base violence"
"11729","#SONA2019 lets protect our women and children. One simple mens job"
"11730","#SONA2019 if the parliament remains calm like this during #SONA2019 i believe the country is at peace. Though its still under Construction"
"11731","#SONA2019 my hes really sent. Thuma mina"
"11732","#SONA2019 for the first time, am enjoying #SONA2019 in my life."
"11733","#SONA2019 ff thinks they are the emplyment creator. We can cope thank you"
"11734","#SONA2019 lets unite and brace tomorow"
"11735","#SONA2019 Technology will also help on protection of South Africa"
"11736","#SONA2019 the house is so peacefull #CR"
"11737","#SONA2019 public schools to be technical high schools. <U+2714><U+FE0F><U+2714><U+FE0F><U+2714><U+FE0F>"
"11738","'Black Panther' tees - Available at Ksh900. Call or WhatsApp +254 (0) 700 135552 

https://t.co/8SQbZzgpJa

#UntoldStory #SONA2019 Mogadishu #NTVTonight #TheChamwadaReport #JournalismIsNotACrime Cyprian Awiti Homa Bay supreme court bob marley Brexit KICC Machakos https://t.co/JStYYCE4IW"
"11739","Agrizzi and Bosasa featured in the song <U+0001F605><U+0001F605><U+0001F605><U+0001F605>

#SONA2019"
"11740","Phakamani kaloku EFF nenze le naniyenza kum #SONA2019 https://t.co/S5c4NynUPd"
"11741","Kanti Malema umoyika kanje lotata? #SONA2019 https://t.co/vqawnJu8Fv"
"11742","Kuzonxila nongaseliyo xasivala indawo zotywala #SONA2019 https://t.co/sfIgw4esx1"
"11743","#SONA2019 EFF kunini ndikulindile https://t.co/CgVtTr5XfL"
"11744","This man gives me so much hope though. Sounds like a man with the finger on every pulse. #sona2019 someone who knows what they're talking about at every turn https://t.co/54ERS2yABT"
"11745","#ThumaMina #SONA2019 https://t.co/QN9nQ8vxk7"
"11746","Our President <U+270A><U+0001F3FD> what a smooth SONA for the first time.#SONA2019"
"11747","@City_Press He is my president. Truly proud #Ramaphosa #SONA2019 #ThumaMina"
"11748","@City_Press Gwede's suit looking much better today; new wardrobe advisors? #SONA2019 #parliament"
"11749","#SONA2019 8 May"
"11750","The early childhood development attendance is in the @EFFSouthAfrica except that @Julius_S_Malema spoke about 3 years, and #SONA2019 features same for 2 years compulsory attendance <U+0001F636><U+0001F914>"
"11751","@CyrilRamaphosa never forgets @Julius_S_Malema in most of his speeches #SONA2019"
"11752","All shebeens near schools must be shut down, hhmmm we shall see #SONA2019"
"11753","Well presented #SONA2019 without disruptions..."
"11754","Reconfigured state... #SONA2019"
"11755","Beautiful Speech! I highly commend @CyrilRamaphosa on how he touched all key issues in such a succinct manner. I am so happy, you're a leader... A great one, lead us #Thumamina #GrowSouthAfricatogether #SONA2019

Thank you @SABCNewsOnline and @GovernmentZA @SAgovnews <U+0001F4F9> https://t.co/qiUfrnFS7x"
"11756","8 May 2019 we Vote #SONA2019"
"11757","Mmusi ""every household to have a job
Is that happening in the Republic of Cape Town? 
Susiqhela #SONA2019"
"11758","#sona2019 I feel like there’s alot of blah future blah we will blah..what about we promised &amp; this is what we delivered. Really!?!You’ve delivered what again?!!Followed by we promise..then next SONA will be, we promised &amp; delivered?! Nada?Oh you’re out!Ffs.#maintenance #cmdsa"
"11759","Imagine talking for 2 hours nonstop lol #SONA2019"
"11760","We have already started playing our role in increasing the financial literacy level of the youth through our free events in partnership with @StandardBankZA @EasyEquities @1life_insurance @StokFellaSA Can we get you onboard @CapitecBankSA ???  #SONA2019 https://t.co/Ud8eXQf0id"
"11761","@SAfmnews @Julius_S_Malema  position your self...the date for your victory has been set #SONA2019  #SouthAfrica"
"11762","What's next for Bushiri? #SONA2019 https://t.co/HOSj33FBiO https://t.co/oxdI80IVNm"
"11763","President must understand that we have stress...we drink like this because of istress. 
#SONA2019 https://t.co/HIx8oZVuFB"
"11764","Are we still Thuma-ying the Honourable the President @CyrilRamaphosa ?

Angilwi...Gake Lwe...Ek baklei nie

#SONA2019 https://t.co/3NgzflYyv0"
"11765","Imagine being threatened by a whole Groenewald that going ahead with the EXPROPRIATION OF OUR LAND WITHOUT COMPENSATION is going to bad for the Khantri?
#SONA2019 ..."
"11766","We must just agree that Mama Thandi Modise uphethe <U+270A><U+270A><U+270A><U+270A><U+270A><U+270A>...and usiphethe kahle<U+0001F601>
#SONA2019"
"11767","VhoMatamela is coming for everything <U+0001F602>
#SONA2019"
"11768","Me, 

When President @CyrilRamaphosa  says ""Watch the Space""

#SONA2019 https://t.co/MobNw3BML6"
"11769","Maite is a sleepist of note...even le ka 
#SONA2019"
"11770","I somewhat liked this<U+0001F642> #SONA2019 https://t.co/QirYFczai0"
"11771","I miss former prez. @PresJGZuma during these times yazi! Siyak’khumbula baba Zuma <U+0001F62D><U+0001F62D><U+0001F62D>

#SONA2019"
"11772","Hier Kom kak #SONA2019 #Agrizzi https://t.co/tgyfAHPIOF"
"11773","<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D> #SONA2019 https://t.co/IgDbPeeYHI"
"11774","So it is possible  to listen to the president's SONA from beginning to an end without constant interruptions from the opposition. No hundreds of ""order honourable so and so"" wow #SONA2019"
"11775","Some common decency and sanity prevail finally<U+0001F44F><U+0001F44F><U+0001F44F> #SONA2019. Phakama #Ramaphosa"
"11776","Nomvula is still not arrested. I can't take ANC serious #SONA2019"
"11777","""All liquor outlets near schools must be shut down"" Does that include Varsities? #SONA2019"
"11778","All we heard now is a wishlist <U+0001F646> #SONA2019"
"11779","Plagiarism <U+0001F602><U+0001F602><U+0001F602><U+0001F602>  #EFF  #SONA2019"
"11780","President Ramaphosa’s speech was monotonous.. #SONA2019"
"11781","Phakamma Ramaphosa 
EFF: Agrizzi...
Unity Ramaphosa
EFF: Zondo 
#SONA2019 https://t.co/vzXoWE95ZF"
"11782","Mmusi is always angry. Trying to please his master's <U+0001F602><U+0001F602> #SONA2019"
"11783","Thank you president @CyrilRamaphosa for an inspiring address which is aimed at uniting our country,  paving the way forward and challenging SAns to step up and do better. #SONA2019 @SABCNewsOnline @eNCA"
"11784","#EFF is spicy for adding Bosasa and Agrizzi to the Phakama song <U+0001F923><U+0001F602><U+0001F44C>#SONA2019"
"11785","I’m glad EFF is well behaved, we can’t afford last minute self sabotage, wise people won’t be fooled by empty words.  #SONA2019"
"11786","It’s been a while without SONA waitse, wow!! Thanks my President, SONA and we could listen for a change @CyrilRamaphosa #SONA2019"
"11787","Jy should've ons n laang naweek ge gee @CyrilRamaphosa #Elections2019 #SONA2019"
"11788","Has the president addressed the (now ANNUAL) killings of protesting students? Their criminalisation and presidential pardon for those convicted??? #SONA2019"
"11789","No competition for uCyril, Mmusi hlala phansi #SONA2019"
"11790","I'm not moved #SONA2019"
"11791","Honourable thabang at #SONA2019 https://t.co/WM6tElzf8e"
"11792","This was civil. #SONA2019"
"11793","Credit where its due. That was the best State of the Nation Address in a long time. Made many of the right policy noises and spoke the language of unity. Ramaphosa’s disarming of his opponents was particularly clever. There should be a broadly positive reaction to this. #SONA2019"
"11794","Some big promises in #SONA2019, especially in education. Looking forward to the Budget Speech to see how we plan to pay for it all."
"11795","""Nearly four thousand schools still in need of proper sanitation Facilities"",
what has been done all this past years cause this schools has been there all along???? #SONA2019"
"11796","@FloydShivambu emanyana tog o tla re tswarisa heart attack #SONA2019"
"11797","Freedom front should just shut up cause all this mess created by their forefathers 25 years can't be compare to years they ruled the Africa with their iron fist #SONA2019"
"11798","#SONA2019
Not bad. It was interesting."
"11799","i love mama khawula finish n klaar. how about she feature on @Pres_JGZuma album #SONA2019"
"11800","Let's not be buttered by words...action.action.action. on ground #SONA2019"
"11801","All liquor store situated next to schools must be shut down. That will not stop these kids from drinking, I better researched solution can work #SONA2019 https://t.co/jkeXNnSeSm"
"11802","“We are a people of resilience, we are a people of great determination and we are a people of great optimism” <U+270A><U+0001F3FE><U+2764><U+FE0F> @CyrilRamaphosa #SONA2019"
"11803","My President! <U+0001F60D> #SONA2019"
"11804","That was great <U+0001F44F> We are inspired and hopeful <U+0001F44F> #Sona2019 #ThumaMina Thank you <U+0001F64F> @PresidencyZA @CyrilRamaphosa"
"11805","#SONA2019 8 May 2019 it is then. Now let's see how these political parties try to procure our votes and support during their arduous campaigns."
"11806","when Ramaphosa said all of us...then counted the political party leaders except Shenge. big LOL  <U+0001F602><U+0001F602><U+0001F602> #SONA2019 https://t.co/gp9kiKb74J"
"11807","i missed the part when cyril talked about rural development #SONA2019 https://t.co/AQaozUfQNY"
"11808","May 5th I'm voting #BLF the honey moon in parliament needs to end and Africans we need representations, we don't have a political party in parliament as yet! #BLFchargesRamaphosa is #SONA2019  over as yet? I want to watch My TV. https://t.co/R7oD52BYek"
"11809","Not watching or interested in #SONA2019 taking a sabbatical from the lies <U+0001F645><U+0001F3FE><U+200D><U+2642><U+FE0F>"
"11810","There is that beautiful minister madoda <U+0001F970> #SONA2019 https://t.co/iTZnhc6oSM"
"11811","Chezaa mama <U+0001F453><U+0001F576><U+0001F97D>  i like #SONA2019 https://t.co/4BNPY3uZqd"
"11812","Waiting for the announcement of the after party #SONA2019 https://t.co/Yq3sQRobkN"
"11813","Ramaphosa the corruption buster <U+0001F440>... But will this new unit be given teeth to bite? #SONA2019"
"11814","<U+0001F602> <U+0001F602> <U+0001F602> <U+0001F602> <U+0001F602> ANC MPs are singing Phakama Ramaphosa and someone keeps shouting ""babophe (arrest them""
""bosasa"" 
""Agrizzi""

I'm dead <U+0001F646><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F923><U+0001F923><U+0001F923><U+0001F923>

#SONA2019 
#sona19 https://t.co/7wGPHEOA2P"
"11815","Ramaphosa mentions Mantashe and there are murmurs of #Bosasa in the House <U+0001F648> #SONA2019 

Awks. https://t.co/2rGnMqu7uv"
"11816","Ramaphosa forgot to mention Prince Mangosuthu Buthelezi <U+0001F646><U+0001F3FE><U+200D><U+2640><U+FE0F>
#SONA2019 https://t.co/7Nf6hSCBr4"
"11817","Its an election year. May 8 2019 we vote, President Ramaphosa has announced. 

So who has your vote?

#SONA2019 
#May8
#SONA19"
"11818","Abomama nabo-tata  get flown to Cape Town to sleep, some people's day jobs are nice hey #SONA2019 https://t.co/1aMIYA3RFn"
